Year Day Hour BZ_GSM Speed Proton_Density Plasma_Temp
2025 251 13 -2.42 406.5 3.92 103595.7
2025 251 14 -7.86 708.6 12.51 168652.0
2025 251 15 8.48 446.1 6.09 195555.2
2025 251 16 8.71 657.6 6.93 106776.8
2025 251 17 -1.08 697.0 10.45 80450.8
2025 251 18 -9.3 649.6 3.27 156300.2
2025 251 19 -4.57 473.9 4.63 140960.5
2025 251 20 -0.52 411.8 11.94 134736.1
2025 251 21 1.17 999.9 9.67 136082.1
2025 251 22 2.13 685.3 11.3 188314.9
2025 251 23 -6.4 793.7 2.23 81853.3
2025 252 0 6.92 621.3 1.37 104906.2
2025 252 1 -0.9 597.3 12.65 128277.1
2025 252 2 6.15 344.6 4.52 168052.8
2025 252 3 -8.09 776.5 4.38 66632.8
2025 252 4 1.4 621.4 2.01 115675.1
2025 252 5 3.12 601.3 14.14 98841.2
2025 252 6 2.13 405.0 13.36 59357.5
2025 252 7 -5.05 759.9 8.93 149353.4
2025 252 8 3.77 649.2 13.19 96481.0
2025 252 9 -1.88 999.9 10.18 111060.7
2025 252 10 -6.5 732.6 4.76 86584.3
2025 252 11 -3.56 768.5 8.61 131885.7
2025 252 12 -7.59 379.5 3.5 155267.1
2025 252 13 -6.2 999.9 5.71 133788.2
2025 252 14 7.15 436.6 11.6 169401.5
2025 252 15 -0.81 506.7 4.6 184730.5
2025 252 16 -7.39 584.7 5.27 75487.8
2025 252 17 -0.34 781.7 4.55 50973.8
2025 252 18 6.11 455.8 14.6 185116.6
2025 252 19 3.14 751.7 4.1 197106.6
2025 252 20 -6.93 379.5 1.52 122505.4
2025 252 21 -0.34 581.1 7.13 157167.8
2025 252 22 -6.02 447.8 7.2 190789.8
2025 252 23 4.68 771.6 1.17 114520.5
2025 253 0 0.4 397.4 14.6 161026.8
2025 253 1 -1.31 575.9 6.21 142528.1
2025 253 2 0.16 545.3 14.28 173207.6
2025 253 3 9.08 639.9 5.75 164777.0
2025 253 4 2.25 539.8 5.67 137438.7
2025 253 5 5.33 999.9 9.09 110035.0
2025 253 6 7.11 450.3 6.91 157230.6
2025 253 7 1.15 527.4 12.94 165796.5
2025 253 8 3.88 999.9 9.29 109235.3
2025 253 9 -6.26 723.0 2.15 128376.0
2025 253 10 -9.37 620.9 14.96 110385.3
2025 253 11 1.33 622.3 9.5 183921.7
2025 253 12 -4.65 515.8 6.41 133219.0
2025 253 13 0.63 785.2 3.44 113364.3
2025 253 14 9.4 794.4 14.0 76811.3
2025 253 15 -6.31 725.8 11.74 75264.7
2025 253 16 6.51 446.9 1.71 81019.1
2025 253 17 -3.95 567.4 1.36 149612.5
2025 253 18 -8.69 693.7 6.07 180805.4
2025 253 19 -6.41 732.6 1.19 128745.6
2025 253 20 -6.64 392.3 1.55 199618.1
2025 253 21 0.24 692.3 8.27 129358.8
2025 253 22 9.41 402.3 7.85 88358.8
2025 253 23 7.81 625.1 7.87 127454.4
2025 254 0 -8.07 561.7 12.34 135621.4
2025 254 1 -5.37 572.5 9.48 71356.8
2025 254 2 6.35 648.1 7.39 113054.2
2025 254 3 -6.62 585.8 7.83 116085.8
2025 254 4 1.74 674.4 1.15 72769.9
2025 254 5 8.2 378.1 8.39 153918.3
2025 254 6 -8.82 608.1 6.43 74802.7
2025 254 7 -6.4 412.6 6.11 190358.2
2025 254 8 -6.71 603.9 6.3 51834.5
2025 254 9 -9.38 769.1 9.36 146435.2
2025 254 10 -1.86 999.9 9.16 150442.1
2025 254 11 5.27 734.2 14.27 185904.5
2025 254 12 -6.67 304.9 5.58 58522.8
2025 254 13 9.79 483.1 5.05 112945.8
2025 254 14 6.75 759.6 12.58 180003.2
2025 254 15 5.08 331.3 7.54 120723.9
2025 254 16 7.92 710.6 14.34 72098.1
2025 254 17 -0.09 632.2 2.02 65093.2
2025 254 18 -7.67 768.5 9.28 86138.1
2025 254 19 -8.44 514.0 3.53 98505.9
2025 254 20 -6.58 359.9 11.52 197534.2
2025 254 21 -1.42 999.9 1.71 135417.6
2025 254 22 -5.15 713.2 6.28 120208.6
2025 254 23 4.66 637.7 4.02 168640.6
2025 255 0 -5.07 491.7 12.23 93185.6
2025 255 1 4.41 752.2 12.95 143911.6
2025 255 2 0.64 711.2 1.61 125810.4
2025 255 3 2.29 797.8 4.43 189670.9
2025 255 4 -4.24 614.7 14.6 157166.1
2025 255 5 -6.65 496.8 2.97 155220.9
2025 255 6 5.61 478.4 5.81 182015.7
2025 255 7 8.55 705.7 3.63 144006.2
2025 255 8 -0.9 379.2 11.68 136569.2
2025 255 9 5.82 479.7 14.18 108249.6
2025 255 10 -9.51 689.0 9.69 94191.2
2025 255 11 -7.85 751.9 8.2 190775.0
2025 255 12 9.8 315.5 5.67 197194.0
2025 255 13 -6.42 382.9 9.67 67839.5
2025 255 14 -0.46 568.2 5.63 89496.0
2025 255 15 6.51 374.6 11.99 75276.1
2025 255 16 -6.25 999.9 8.04 50189.6
2025 255 17 7.54 445.9 13.48 78962.5
2025 255 18 -1.98 597.1 11.0 130158.7
2025 255 19 4.85 352.2 13.63 136743.1
2025 255 20 -3.72 744.7 6.05 87731.6
2025 255 21 4.97 604.8 11.44 150018.2
2025 255 22 -3.28 399.9 14.4 150718.5
2025 255 23 -6.93 421.2 5.25 89171.9
2025 256 0 -7.25 392.4 2.48 191036.5
2025 256 1 -6.53 548.7 7.75 92148.3
2025 256 2 6.35 999.9 8.14 85630.4
2025 256 3 6.12 356.5 12.81 149366.6
2025 256 4 5.84 666.2 6.38 89735.8
2025 256 5 -2.28 458.8 14.91 89818.2
2025 256 6 2.53 429.6 1.55 97046.1
2025 256 7 -4.32 625.3 14.41 158480.1
2025 256 8 -4.91 534.3 11.76 95102.5
2025 256 9 -0.97 568.9 8.54 165151.7
2025 256 10 -1.13 714.3 5.71 176459.1
2025 256 11 8.08 446.4 2.22 158458.4
2025 256 12 6.04 619.0 7.35 83318.9
2025 256 13 1.62 785.6 4.86 197431.2
2025 256 14 -4.98 355.9 12.24 117618.2
2025 256 15 4.24 472.9 13.85 147737.5
2025 256 16 -5.76 660.9 3.51 101602.6
2025 256 17 7.78 405.1 1.77 113065.6
2025 256 18 9.0 584.3 13.2 92581.9
2025 256 19 7.03 770.0 11.11 122694.7
2025 256 20 0.19 673.2 8.21 59261.9
2025 256 21 -4.58 391.5 7.65 193109.9
2025 256 22 -5.48 438.1 3.42 86543.5
2025 256 23 6.05 569.2 12.67 176302.3
2025 257 0 -4.96 610.7 2.84 115384.2
2025 257 1 -0.62 534.3 1.01 113868.1
2025 257 2 -0.6 401.8 8.22 137386.7
2025 257 3 9.3 682.1 6.53 117306.4
2025 257 4 -1.23 520.9 4.75 58444.8
2025 257 5 7.69 470.0 2.79 167085.2
2025 257 6 -1.69 454.6 5.8 150718.2
2025 257 7 3.88 769.5 13.67 77381.7
2025 257 8 -8.9 528.8 10.86 96888.2
2025 257 9 5.21 999.9 12.7 177509.1
2025 257 10 -7.47 619.9 11.07 198913.6
2025 257 11 1.16 516.8 9.05 154376.4
2025 257 12 4.17 385.9 1.38 180348.1
2025 257 13 -0.56 311.7 2.29 184264.5
2025 257 14 -1.59 551.9 12.73 184855.4
2025 257 15 -3.98 608.4 4.58 155253.0
2025 257 16 -3.89 395.1 11.47 67985.4
2025 257 17 -3.22 999.9 2.14 153078.6
2025 257 18 0.65 326.9 6.07 123725.5
2025 257 19 -9.67 459.5 5.09 179796.2
2025 257 20 -9.58 390.1 1.54 65744.4
2025 257 21 2.63 771.5 12.67 158692.6
2025 257 22 -0.81 551.2 7.85 151646.5
2025 257 23 -5.31 489.1 12.67 160123.3
2025 258 0 -5.89 348.3 2.45 181291.8
2025 258 1 7.0 530.0 8.2 118508.2
2025 258 2 9.19 385.7 10.8 134620.0
2025 258 3 -2.75 770.0 10.76 109012.1
2025 258 4 -5.34 388.8 4.23 110594.5
2025 258 5 -5.61 468.3 5.41 91319.4
2025 258 6 -9.86 553.6 10.29 128028.8
2025 258 7 6.55 325.7 1.1 154594.4
2025 258 8 7.55 516.9 11.64 132220.8
2025 258 9 -8.01 355.2 12.98 79071.8
2025 258 10 -3.62 610.1 9.15 88928.2
2025 258 11 -8.72 575.2 12.64 118593.6
2025 258 12 -5.0 454.5 14.69 108115.3
2025 258 13 5.83 458.3 5.41 124737.8
2025 258 14 -4.87 796.2 7.44 181520.2
2025 258 15 -9.93 377.3 11.75 74523.6
2025 258 16 -3.82 485.5 14.35 111723.9
2025 258 17 -5.28 570.4 7.35 90440.6
2025 258 18 1.74 536.3 12.79 86556.4
2025 258 19 9.06 490.5 6.33 108693.1
2025 258 20 9.8 522.7 2.48 140126.9
2025 258 21 0.8 485.5 2.77 67986.9
2025 258 22 5.61 396.8 7.21 71330.4
2025 258 23 -0.45 791.4 9.71 144409.8
2025 259 0 8.76 418.5 13.87 113113.7
2025 259 1 -2.42 480.4 11.08 79012.3
2025 259 2 -1.89 628.9 9.22 104557.1
2025 259 3 -4.75 546.9 6.51 114684.2
2025 259 4 -7.76 364.9 10.7 92211.0
2025 259 5 -7.49 328.5 5.43 62533.3
2025 259 6 -2.12 464.6 14.38 60176.2
2025 259 7 -7.93 389.7 3.11 112774.1
2025 259 8 3.48 381.5 13.06 159896.0
2025 259 9 1.87 535.4 5.31 190458.8
2025 259 10 9.31 307.0 9.59 111297.0
2025 259 11 -4.68 516.5 3.65 102441.9
2025 259 12 5.98 481.5 14.08 140061.9
2025 259 13 9.48 360.9 4.05 75358.6
2025 259 14 6.51 449.7 6.96 180991.2
2025 259 15 2.46 760.2 3.94 120203.1
2025 259 16 5.43 720.0 11.37 104318.4
2025 259 17 -3.14 522.6 8.1 195288.9
2025 259 18 -4.59 712.6 13.31 91560.4
2025 259 19 3.2 709.5 10.88 90006.7
2025 259 20 6.63 793.4 5.1 182404.9
2025 259 21 8.08 424.9 3.37 149185.5
2025 259 22 7.26 347.6 10.69 78124.5
2025 259 23 -2.95 464.9 13.5 198658.3
2025 260 0 0.17 676.3 12.71 110740.2
2025 260 1 1.6 651.6 9.67 134478.2
2025 260 2 1.01 428.2 13.46 126551.2
2025 260 3 -8.79 583.9 4.13 105476.8
2025 260 4 -4.12 784.0 14.91 93049.8
2025 260 5 -6.57 329.4 3.26 169550.4
2025 260 6 7.73 345.6 13.17 56318.3
2025 260 7 -2.28 469.5 1.25 67411.3
2025 260 8 -2.53 530.7 3.34 110252.2
2025 260 9 7.95 590.4 3.45 56661.6
2025 260 10 -6.65 578.1 1.83 160344.9
2025 260 11 2.44 700.2 4.29 90073.9
2025 260 12 -7.96 453.7 3.44 76158.2
2025 260 13 -5.59 394.7 5.86 190384.6
2025 260 14 0.65 405.8 14.0 157635.5
2025 260 15 -9.54 528.8 2.27 97831.2
2025 260 16 7.88 445.3 2.9 170637.4
2025 260 17 -3.72 374.1 4.29 146080.9
2025 260 18 -4.2 794.3 14.01 162211.2
2025 260 19 1.18 481.5 3.4 62479.8
2025 260 20 -0.07 734.5 4.09 119379.3
2025 260 21 -3.6 311.8 1.18 127415.7
2025 260 22 8.4 396.0 14.06 158807.3
2025 260 23 -0.85 791.9 7.18 116258.4
2025 261 0 -9.39 521.9 5.57 144918.7
2025 261 1 1.84 339.0 1.12 163781.0
2025 261 2 8.21 355.7 1.59 107567.1
2025 261 3 3.39 562.2 13.95 122833.5
2025 261 4 -3.38 632.9 9.94 118592.3
2025 261 5 4.49 488.1 14.33 124367.2
2025 261 6 9.76 350.1 4.79 86460.9
2025 261 7 6.37 620.4 10.04 149769.4
2025 261 8 -8.83 425.9 14.11 194226.3
2025 261 9 -7.99 603.1 13.9 111283.2
2025 261 10 -1.14 401.5 10.97 87161.8
2025 261 11 -1.15 426.2 2.43 96268.7
2025 261 12 -1.58 355.6 14.22 164609.8
2025 261 13 4.87 596.3 1.17 153389.4
2025 261 14 7.02 681.6 6.99 60965.0
2025 261 15 -2.31 309.8 4.07 165614.3
2025 261 16 0.85 694.9 3.25 51048.2
2025 261 17 6.29 450.4 7.82 88232.0
2025 261 18 2.11 670.6 8.72 164494.6
2025 261 19 -8.74 416.7 14.22 68405.1
2025 261 20 2.07 999.9 7.75 95951.7
2025 261 21 2.53 624.3 11.71 123973.0
2025 261 22 -5.07 684.1 4.11 76203.1
2025 261 23 7.96 376.5 11.75 57838.1
2025 262 0 8.58 678.6 1.26 125137.2
2025 262 1 -2.94 330.4 5.85 177147.8
2025 262 2 -5.41 302.0 13.58 182497.6
2025 262 3 -6.74 642.3 1.77 169792.0
2025 262 4 -2.03 755.0 13.2 54873.6
2025 262 5 2.0 448.0 4.17 166075.5
2025 262 6 -4.59 538.5 6.09 103412.7
2025 262 7 4.19 724.8 1.94 104408.6
2025 262 8 2.59 608.5 7.57 93697.8
2025 262 9 -3.14 999.9 5.5 121932.2
2025 262 10 6.22 553.2 2.41 138925.9
2025 262 11 0.17 368.0 12.89 71263.1
2025 262 12 9.16 575.5 7.8 121164.8
2025 262 13 -5.13 519.8 8.6 93555.9
2025 262 14 3.03 767.8 9.89 195550.9
2025 262 15 -6.86 526.0 10.8 165485.2
2025 262 16 -6.56 415.2 12.61 128987.2
2025 262 17 5.9 762.8 9.12 106311.2
2025 262 18 3.89 628.1 10.02 58171.0
2025 262 19 -0.42 792.1 1.08 172355.7
2025 262 20 7.25 554.5 1.4 55457.4
2025 262 21 5.22 694.0 13.03 65993.0
2025 262 22 3.68 382.7 1.33 158619.5
2025 262 23 -8.65 369.5 9.83 126583.1
2025 263 0 -2.42 601.5 4.68 136312.2
2025 263 1 -2.97 466.5 6.54 189469.3
2025 263 2 1.7 401.4 5.02 61193.2
2025 263 3 0.31 788.4 1.79 120748.4
2025 263 4 3.96 563.1 14.84 177166.9
2025 263 5 8.89 625.2 1.07 122472.5
2025 263 6 -7.9 344.2 1.24 105063.9
2025 263 7 8.37 730.7 3.3 173587.3
2025 263 8 5.12 398.3 5.67 140345.2
2025 263 9 5.03 517.0 4.26 126182.7
2025 263 10 -1.09 715.3 14.34 85366.0
2025 263 11 7.51 542.2 5.23 101823.1
2025 263 12 5.74 522.8 7.82 142775.0
2025 263 13 -1.44 539.7 1.6 143638.9
2025 263 14 5.15 608.6 1.48 72725.9
2025 263 15 6.58 317.9 14.42 162929.2
2025 263 16 3.21 363.1 12.54 194617.0
2025 263 17 -2.43 472.7 2.83 135514.0
2025 263 18 -3.63 786.2 14.96 150646.7
2025 263 19 2.3 475.1 14.65 138042.0
2025 263 20 7.78 999.9 5.95 126221.5
2025 263 21 1.88 999.9 13.08 173400.3
2025 263 22 4.87 693.0 13.48 167365.6
2025 263 23 -4.73 448.0 2.99 160166.9
2025 264 0 7.97 638.1 12.9 163812.6
2025 264 1 7.21 604.4 9.26 153325.0
2025 264 2 8.9 756.2 1.09 127060.3
2025 264 3 -9.34 703.4 13.82 163364.6
2025 264 4 1.79 505.5 6.34 171132.1
2025 264 5 -6.42 535.0 6.9 63029.5
2025 264 6 0.76 355.1 2.97 85062.5
2025 264 7 -8.37 313.7 13.7 143429.0
2025 264 8 -9.82 530.7 4.46 170221.3
2025 264 9 -8.31 633.6 11.13 165440.7
2025 264 10 9.65 547.7 12.4 83556.5
2025 264 11 -1.03 371.4 3.25 87430.4
2025 264 12 -9.23 435.2 9.0 141489.9
2025 264 13 -5.95 385.4 2.14 162117.5
2025 264 14 1.24 746.5 4.19 159959.9
2025 264 15 -4.27 319.3 5.68 140301.1
2025 264 16 3.53 552.4 2.33 180167.0
2025 264 17 5.97 401.3 8.15 194635.3
2025 264 18 -2.26 718.6 6.87 59508.7
2025 264 19 2.03 415.5 9.04 161341.0
2025 264 20 3.77 760.3 6.56 183732.9
2025 264 21 8.9 737.8 8.21 140741.3
2025 264 22 -7.22 452.4 3.41 67009.3
2025 264 23 6.11 569.0 4.09 78437.8
2025 265 0 8.82 392.5 3.81 91649.9
2025 265 1 -0.14 771.6 7.82 188365.6
2025 265 2 -10.0 570.6 8.3 83082.6
2025 265 3 -6.28 369.8 14.76 148393.3
2025 265 4 -9.39 329.2 7.18 122285.2
2025 265 5 -3.56 336.7 4.28 86503.5
2025 265 6 -2.16 999.9 11.07 99667.9
2025 265 7 1.38 799.6 5.33 68422.7
2025 265 8 2.96 630.0 4.5 164429.3
2025 265 9 -5.35 634.9 1.64 69224.2
2025 265 10 8.78 350.3 8.04 184666.1
2025 265 11 2.17 765.2 6.97 57322.7
2025 265 12 8.34 567.5 9.1 197656.9
2025 265 13 -3.22 341.2 13.86 50479.7
2025 265 14 -8.26 608.3 6.33 79149.5
2025 265 15 -1.08 313.5 10.97 64656.1
2025 265 16 -6.92 679.2 3.11 158280.7
2025 265 17 9.54 547.4 9.98 196116.6
2025 265 18 -7.95 560.3 14.62 97497.7
2025 265 19 6.39 623.5 8.82 148588.0
2025 265 20 8.79 645.5 6.92 181783.6
2025 265 21 2.7 692.4 6.68 90187.4
2025 265 22 6.62 516.4 11.36 114758.8
2025 265 23 -8.94 725.1 2.59 133493.1
2025 266 0 -2.15 683.6 8.87 50597.2
2025 266 1 4.7 757.3 6.7 86260.5
2025 266 2 -9.89 719.0 6.1 126279.1
2025 266 3 5.41 592.8 6.45 133349.8
2025 266 4 -3.99 613.7 6.34 103835.7
2025 266 5 1.97 372.0 14.07 187667.8
2025 266 6 -3.96 305.4 7.88 51989.7
2025 266 7 6.95 437.5 12.53 158128.0
2025 266 8 9.31 608.4 14.27 194857.5
2025 266 9 2.39 527.0 6.75 167310.8
2025 266 10 -6.71 528.1 10.11 175937.5
2025 266 11 -5.25 999.9 7.0 74682.2
2025 266 12 -4.66 547.6 9.72 193992.7
2025 266 13 -2.86 334.5 1.52 101371.3
2025 266 14 -9.72 700.5 5.33 103796.6
2025 266 15 7.64 328.8 4.14 67473.0
2025 266 16 -6.34 602.9 5.07 185289.0
2025 266 17 -2.69 470.0 4.74 185371.9
2025 266 18 4.6 405.5 13.66 125599.6
2025 266 19 2.77 592.0 13.93 59287.1
2025 266 20 8.97 656.4 8.85 85873.6
2025 266 21 8.76 999.9 10.51 72404.0
2025 266 22 7.31 646.6 3.31 146503.3
2025 266 23 1.51 325.1 9.29 192438.5
2025 267 0 3.96 629.4 10.77 170679.0
2025 267 1 -6.93 566.2 5.66 88446.1
2025 267 2 2.43 534.9 11.66 97331.0
2025 267 3 0.58 637.6 2.62 70483.2
2025 267 4 5.15 359.8 5.8 106481.1
2025 267 5 -2.79 315.1 5.44 102527.3
2025 267 6 -6.68 351.7 6.69 195809.1
2025 267 7 1.55 313.1 10.14 190678.1
2025 267 8 3.79 722.7 14.37 196289.9
2025 267 9 -9.27 628.6 11.36 52213.8
2025 267 10 3.41 408.8 4.28 60662.6
2025 267 11 9.32 615.1 10.47 50376.8
2025 267 12 -1.26 420.6 5.88 140657.6
2025 267 13 -1.28 630.6 11.86 134057.9
2025 267 14 -3.59 319.9 12.57 168590.0
2025 267 15 -2.4 313.6 3.34 84215.7
2025 267 16 -5.29 735.5 5.82 116310.5
2025 267 17 -5.39 702.3 13.83 136955.8
2025 267 18 -3.97 999.9 14.75 125193.6
2025 267 19 2.07 383.3 11.16 155825.5
2025 267 20 5.99 743.6 7.13 101323.0
2025 267 21 -1.2 724.5 5.95 110990.3
2025 267 22 4.2 416.4 13.59 83859.2
2025 267 23 2.73 667.1 10.25 111925.4
2025 268 0 4.81 312.9 12.23 135788.0
2025 268 1 -0.61 388.3 4.33 87688.7
2025 268 2 4.32 470.6 5.07 136920.5
2025 268 3 -1.79 318.8 1.66 77922.6
2025 268 4 7.88 767.7 7.39 196689.1
2025 268 5 -9.46 433.0 2.57 80860.1
2025 268 6 3.42 648.1 14.82 161641.7
2025 268 7 4.03 653.2 7.66 128448.8
2025 268 8 6.37 774.0 8.78 138743.6
2025 268 9 -5.51 617.0 8.75 195483.1
2025 268 10 -1.82 662.0 3.62 77104.8
2025 268 11 -5.53 767.3 11.21 83694.5
2025 268 12 8.26 421.7 9.16 86636.7
2025 268 13 4.46 788.6 4.65 136441.0
2025 268 14 2.45 751.8 4.81 99126.9
2025 268 15 5.0 301.6 14.15 75262.1
2025 268 16 9.32 686.8 14.97 64177.7
2025 268 17 -9.86 555.7 13.13 101548.6
2025 268 18 -2.33 368.5 12.29 114944.1
2025 268 19 0.76 578.3 10.62 91134.4
2025 268 20 5.31 359.4 3.1 62991.8
2025 268 21 1.66 778.6 11.35 192167.2
2025 268 22 7.07 373.4 12.99 140975.5
2025 268 23 -0.54 429.9 8.1 172630.4
2025 269 0 -6.19 408.0 5.73 90551.6
2025 269 1 7.67 649.1 6.0 108459.1
2025 269 2 2.15 734.2 3.65 146026.0
2025 269 3 8.08 543.0 13.98 118645.4
2025 269 4 8.83 362.3 7.74 56523.1
2025 269 5 4.09 519.7 10.99 177541.0
2025 269 6 1.33 424.3 12.65 154659.9
2025 269 7 -7.63 436.9 1.04 191675.2
2025 269 8 -9.1 423.3 11.74 190184.9
2025 269 9 -6.65 999.9 2.92 157999.8
2025 269 10 6.28 450.9 11.79 111500.3
2025 269 11 3.04 365.5 5.62 123308.3
2025 269 12 4.52 632.1 3.59 96129.3
