Date Time SML SMU
2025-09-26 08:56:05 -725 347
2025-09-26 08:57:05 -273 461
2025-09-26 08:58:05 -440 485
2025-09-26 08:59:05 -289 275
2025-09-26 09:00:05 -54 478
2025-09-26 09:01:05 -317 422
2025-09-26 09:02:05 -849 176
2025-09-26 09:03:05 -678 438
2025-09-26 09:04:05 -729 430
2025-09-26 09:05:05 -82 401
2025-09-26 09:06:05 -472 417
2025-09-26 09:07:05 -447 244
2025-09-26 09:08:05 -342 483
2025-09-26 09:09:05 -267 253
2025-09-26 09:10:05 -391 217
2025-09-26 09:11:05 -277 71
2025-09-26 09:12:05 -655 305
2025-09-26 09:13:05 -313 339
2025-09-26 09:14:05 -148 188
2025-09-26 09:15:05 -397 318
2025-09-26 09:16:05 -123 175
2025-09-26 09:17:05 -358 295
2025-09-26 09:18:05 -717 392
2025-09-26 09:19:05 -291 387
2025-09-26 09:20:05 -262 446
2025-09-26 09:21:05 -932 241
2025-09-26 09:22:05 -677 250
2025-09-26 09:23:05 -337 248
2025-09-26 09:24:05 -364 330
2025-09-26 09:25:05 -556 373
2025-09-26 09:26:05 -193 302
2025-09-26 09:27:05 -332 393
2025-09-26 09:28:05 -323 159
2025-09-26 09:29:05 -856 252
2025-09-26 09:30:05 -981 96
2025-09-26 09:31:05 -513 261
2025-09-26 09:32:05 -645 145
2025-09-26 09:33:05 -125 453
2025-09-26 09:34:05 -405 194
2025-09-26 09:35:05 -304 398
2025-09-26 09:36:05 -527 300
2025-09-26 09:37:05 -412 364
2025-09-26 09:38:05 -887 369
2025-09-26 09:39:05 -255 275
2025-09-26 09:40:05 -628 113
2025-09-26 09:41:05 -993 348
2025-09-26 09:42:05 -385 172
2025-09-26 09:43:05 -800 145
2025-09-26 09:44:05 -988 328
2025-09-26 09:45:05 -612 284
2025-09-26 09:46:05 -687 148
2025-09-26 09:47:05 -872 488
2025-09-26 09:48:05 -369 161
2025-09-26 09:49:05 -392 236
2025-09-26 09:50:05 -550 190
2025-09-26 09:51:05 -812 174
2025-09-26 09:52:05 -584 325
2025-09-26 09:53:05 -828 404
2025-09-26 09:54:05 -995 206
2025-09-26 09:55:05 -836 307
2025-09-26 09:56:05 -537 230
2025-09-26 09:57:05 -101 287
2025-09-26 09:58:05 -99 449
2025-09-26 09:59:05 -271 222
2025-09-26 10:00:05 -270 396
2025-09-26 10:01:05 -195 207
2025-09-26 10:02:05 -378 332
2025-09-26 10:03:05 -692 157
2025-09-26 10:04:05 -110 386
2025-09-26 10:05:05 -126 101
2025-09-26 10:06:05 -299 124
2025-09-26 10:07:05 -358 177
2025-09-26 10:08:05 -673 461
2025-09-26 10:09:05 -758 348
2025-09-26 10:10:05 -539 128
2025-09-26 10:11:05 -518 417
2025-09-26 10:12:05 -448 326
2025-09-26 10:13:05 -221 441
2025-09-26 10:14:05 -515 316
2025-09-26 10:15:05 -228 59
2025-09-26 10:16:05 -947 161
2025-09-26 10:17:05 -364 445
2025-09-26 10:18:05 -81 393
2025-09-26 10:19:05 -139 109
2025-09-26 10:20:05 -249 279
2025-09-26 10:21:05 -415 420
2025-09-26 10:22:05 -823 111
2025-09-26 10:23:05 -760 319
2025-09-26 10:24:05 -913 454
2025-09-26 10:25:05 -577 224
2025-09-26 10:26:05 -842 442
2025-09-26 10:27:05 -71 232
2025-09-26 10:28:05 -499 298
2025-09-26 10:29:05 -720 169
2025-09-26 10:30:05 -150 157
2025-09-26 10:31:05 -172 487
2025-09-26 10:32:05 -927 480
2025-09-26 10:33:05 -527 212
2025-09-26 10:34:05 -689 236
2025-09-26 10:35:05 -64 419
2025-09-26 10:36:05 -448 55
2025-09-26 10:37:05 -815 101
2025-09-26 10:38:05 -58 113
2025-09-26 10:39:05 -524 160
2025-09-26 10:40:05 -83 76
2025-09-26 10:41:05 -724 233
2025-09-26 10:42:05 -870 127
2025-09-26 10:43:05 -996 200
2025-09-26 10:44:05 -476 102
2025-09-26 10:45:05 -239 176
2025-09-26 10:46:05 -265 347
2025-09-26 10:47:05 -845 211
2025-09-26 10:48:05 -210 343
2025-09-26 10:49:05 -274 278
2025-09-26 10:50:05 -442 326
2025-09-26 10:51:05 -683 436
2025-09-26 10:52:05 -603 420
2025-09-26 10:53:05 -221 381
2025-09-26 10:54:05 -474 111
2025-09-26 10:55:05 -499 114
2025-09-26 10:56:05 -124 119
2025-09-26 10:57:05 -452 232
2025-09-26 10:58:05 -719 321
2025-09-26 10:59:05 -420 161
2025-09-26 11:00:05 -857 249
2025-09-26 11:01:05 -866 53
2025-09-26 11:02:05 -216 378
2025-09-26 11:03:05 -910 186
2025-09-26 11:04:05 -979 214
2025-09-26 11:05:05 -519 144
2025-09-26 11:06:05 -556 367
2025-09-26 11:07:05 -1000 118
2025-09-26 11:08:05 -428 259
2025-09-26 11:09:05 -793 267
2025-09-26 11:10:05 -80 170
2025-09-26 11:11:05 -943 174
2025-09-26 11:12:05 -495 437
2025-09-26 11:13:05 -805 275
2025-09-26 11:14:05 -195 112
2025-09-26 11:15:05 -458 224
2025-09-26 11:16:05 -398 495
2025-09-26 11:17:05 -504 115
2025-09-26 11:18:05 -746 249
2025-09-26 11:19:05 -340 321
2025-09-26 11:20:05 -764 167
2025-09-26 11:21:05 -708 374
2025-09-26 11:22:05 -548 58
2025-09-26 11:23:05 -262 232
2025-09-26 11:24:05 -779 404
2025-09-26 11:25:05 -753 289
2025-09-26 11:26:05 -957 228
2025-09-26 11:27:05 -750 428
2025-09-26 11:28:05 -116 183
2025-09-26 11:29:05 -865 189
2025-09-26 11:30:05 -628 301
2025-09-26 11:31:05 -379 379
2025-09-26 11:32:05 -779 418
2025-09-26 11:33:05 -447 199
2025-09-26 11:34:05 -589 358
2025-09-26 11:35:05 -938 260
2025-09-26 11:36:05 -598 131
2025-09-26 11:37:05 -134 203
2025-09-26 11:38:05 -585 139
2025-09-26 11:39:05 -341 183
2025-09-26 11:40:05 -858 217
2025-09-26 11:41:05 -993 243
2025-09-26 11:42:05 -731 305
2025-09-26 11:43:05 -211 123
2025-09-26 11:44:05 -580 294
2025-09-26 11:45:05 -927 354
2025-09-26 11:46:05 -63 164
2025-09-26 11:47:05 -270 138
2025-09-26 11:48:05 -463 120
2025-09-26 11:49:05 -227 403
2025-09-26 11:50:05 -646 497
2025-09-26 11:51:05 -809 401
2025-09-26 11:52:05 -207 364
2025-09-26 11:53:05 -535 240
2025-09-26 11:54:05 -646 214
2025-09-26 11:55:05 -874 480
2025-09-26 11:56:05 -370 441
2025-09-26 11:57:05 -62 142
2025-09-26 11:58:05 -438 412
2025-09-26 11:59:05 -145 373
2025-09-26 12:00:05 -951 109
2025-09-26 12:01:05 -798 93
2025-09-26 12:02:05 -816 82
2025-09-26 12:03:05 -510 70
2025-09-26 12:04:05 -101 478
2025-09-26 12:05:05 -850 489
2025-09-26 12:06:05 -881 388
2025-09-26 12:07:05 -459 359
2025-09-26 12:08:05 -313 430
2025-09-26 12:09:05 -70 233
2025-09-26 12:10:05 -71 282
2025-09-26 12:11:05 -841 266
2025-09-26 12:12:05 -603 153
2025-09-26 12:13:05 -361 236
2025-09-26 12:14:05 -315 347
2025-09-26 12:15:05 -782 309
2025-09-26 12:16:05 -933 300
2025-09-26 12:17:05 -159 191
2025-09-26 12:18:05 -752 356
2025-09-26 12:19:05 -522 304
2025-09-26 12:20:05 -576 167
2025-09-26 12:21:05 -313 310
2025-09-26 12:22:05 -682 443
2025-09-26 12:23:05 -736 403
2025-09-26 12:24:05 -791 75
2025-09-26 12:25:05 -243 336
2025-09-26 12:26:05 -167 436
2025-09-26 12:27:05 -977 142
2025-09-26 12:28:05 -350 292
2025-09-26 12:29:05 -593 476
2025-09-26 12:30:05 -906 187
2025-09-26 12:31:05 -254 226
2025-09-26 12:32:05 -240 236
2025-09-26 12:33:05 -753 337
2025-09-26 12:34:05 -796 390
2025-09-26 12:35:05 -708 276
2025-09-26 12:36:05 -559 410
2025-09-26 12:37:05 -358 491
2025-09-26 12:38:05 -882 125
2025-09-26 12:39:05 -598 459
